Time,Temperature,Humidity,Pressure
8.300000000000000000e+01,2.148172978172635084e+01,5.020280381638259826e+01,1.010943442357239746e+03
8.400000000000000000e+01,2.119150639710681361e+01,5.313896611964473493e+01,1.013223083067095331e+03
8.500000000000000000e+01,2.149824295641546357e+01,6.044374309852092608e+01,1.011741145599630158e+03
8.600000000000000000e+01,2.291540211770207236e+01,6.442293152967305048e+01,1.012352504968356925e+03
8.700000000000000000e+01,2.232875110965968446e+01,6.271621764136094157e+01,1.011429648633586339e+03
8.800000000000000000e+01,2.147023979623295986e+01,5.255575289106862868e+01,1.010179396699451445e+03
8.900000000000000000e+01,2.251326743311335576e+01,4.940191283355494534e+01,1.012270057358391455e+03
9.000000000000000000e+01,2.209707754934803958e+01,5.570443123455601864e+01,1.010087745024580272e+03
9.100000000000000000e+01,2.296864499053289066e+01,4.615780317218574424e+01,1.011931365953914565e+03
9.200000000000000000e+01,2.129794690612264674e+01,5.661583857092390559e+01,1.010631684961167139e+03
9.300000000000000000e+01,2.167233785340223307e+01,5.426198706850665587e+01,1.013987275999230860e+03
9.400000000000000000e+01,2.160789184686784381e+01,5.266981749065878660e+01,1.012911362722174772e+03
9.500000000000000000e+01,2.053648505186788142e+01,4.702648466366602520e+01,1.012105753791271468e+03
9.600000000000000000e+01,2.229612027706457766e+01,5.756800053284858620e+01,1.013263706677654682e+03
9.700000000000000000e+01,2.226105527217988822e+01,5.233649580169044668e+01,1.011153684022534208e+03
9.800000000000000000e+01,2.200511345664246221e+01,4.915041582144856136e+01,1.012543479378670099e+03
9.900000000000000000e+01,2.176541286662485319e+01,4.063868893359175161e+01,1.012199810433718767e+03
1.000000000000000000e+02,2.058462925794958664e+01,5.486242547474682141e+01,1.012264020081333683e+03
1.010000000000000000e+02,2.157935467723464029e+01,6.386125798334872172e+01,1.013272353500106760e+03
1.020000000000000000e+02,2.165728548347323112e+01,6.330629607273935022e+01,1.012732492102779815e+03
1.030000000000000000e+02,2.119772273077838065e+01,5.271451871706864267e+01,1.012288723662825078e+03
1.040000000000000000e+02,2.183871428833398909e+01,5.198893969819109628e+01,1.010345112563771750e+03
1.050000000000000000e+02,2.240405085681453912e+01,5.734387128037511872e+01,1.011039953704720574e+03
1.060000000000000000e+02,2.388618590121053131e+01,5.000807280405854272e+01,1.011877291066404268e+03
1.070000000000000000e+02,2.217457781283183849e+01,5.650895949909732963e+01,1.012093372374276669e+03
1.080000000000000000e+02,2.225755039072276276e+01,5.883040139192345208e+01,1.010869796275326053e+03
1.090000000000000000e+02,2.192555408423383412e+01,6.113466611942153861e+01,1.014411676675578406e+03
1.100000000000000000e+02,2.008122878470095785e+01,5.449922961760023554e+01,1.013516394055253613e+03
1.110000000000000000e+02,2.197348612455078154e+01,5.398163124911516775e+01,1.012602118320392492e+03
1.120000000000000000e+02,2.206023020994102524e+01,5.061008706621719710e+01,1.012072036861283777e+03
1.130000000000000000e+02,2.446324211248528613e+01,5.086559822980069612e+01,1.011787791030098902e+03
1.140000000000000000e+02,2.180763903521887670e+01,5.386760554049236305e+01,1.011048081539977716e+03
1.150000000000000000e+02,2.230154734233361324e+01,5.683682753408088928e+01,1.012077480518518882e+03
1.160000000000000000e+02,2.196528823029475674e+01,5.956792313116624626e+01,1.012257752540142747e+03
1.170000000000000000e+02,2.083132196238046774e+01,5.098410524659827558e+01,1.010758239424518365e+03
1.180000000000000000e+02,2.314282281451502143e+01,6.246344284479761200e+01,1.012334176417244862e+03
1.190000000000000000e+02,2.275193303268677525e+01,5.364438199478715319e+01,1.011844740951175254e+03
1.200000000000000000e+02,2.279103194704304514e+01,5.489316352825782275e+01,1.010092192442122609e+03
1.210000000000000000e+02,2.109061254520526063e+01,5.126394160426088575e+01,1.011139614989220490e+03
1.220000000000000000e+02,2.340279431093609830e+01,4.287879869863529336e+01,1.011586394466578327e+03
1.230000000000000000e+02,2.059814893720771778e+01,5.942022698180524998e+01,1.013887687657340166e+03
1.240000000000000000e+02,2.258685709380026907e+01,5.868421948546216527e+01,1.012556553124533707e+03
1.250000000000000000e+02,2.419045562580997810e+01,5.359336221440893411e+01,1.010664518430900102e+03
1.260000000000000000e+02,2.100946367486931265e+01,5.533495358612435666e+01,1.012486036289417598e+03
1.270000000000000000e+02,2.143370227039722664e+01,5.757969608852049959e+01,1.010452696011061676e+03
1.280000000000000000e+02,2.209965136508764161e+01,4.718727071556728703e+01,1.013082691053887061e+03
1.290000000000000000e+02,2.149652434588380245e+01,5.235473661326852834e+01,1.011528875348182169e+03
1.300000000000000000e+02,2.044933656893386598e+01,5.897132339810913493e+01,1.011906363811260803e+03
1.310000000000000000e+02,2.206856297480602791e+01,4.872855288415375696e+01,1.013325796647542234e+03
1.320000000000000000e+02,2.093769628627389423e+01,5.646778966083314799e+01,1.010712836431415781e+03
1.330000000000000000e+02,2.247359243063518264e+01,4.821709097688297163e+01,1.010602881814887041e+03
1.340000000000000000e+02,2.108057576576619851e+01,5.733214991216762968e+01,1.011416400673654039e+03
1.350000000000000000e+02,2.354993440501753810e+01,5.482179258851257941e+01,1.013038378851019274e+03
1.360000000000000000e+02,2.121674670766376281e+01,4.692434092047245286e+01,1.010480653924523153e+03
1.370000000000000000e+02,2.167793848379432475e+01,6.082369677228585658e+01,1.009167844401889397e+03
1.380000000000000000e+02,2.281351721736966809e+01,5.132704211600975697e+01,1.011548841141590970e+03
1.390000000000000000e+02,2.076913568356604500e+01,5.094873781492809428e+01,1.012551740799910931e+03
1.400000000000000000e+02,2.222745993460413061e+01,5.600284598615471765e+01,1.013200261749738843e+03
1.410000000000000000e+02,2.330714275428242743e+01,6.074318674714357513e+01,1.011536838637914570e+03
1.420000000000000000e+02,2.039251676543877068e+01,4.992089090510801697e+01,1.011588573392883973e+03
1.430000000000000000e+02,2.218463385853230463e+01,5.530839924923985507e+01,1.013153900734255785e+03
1.440000000000000000e+02,2.225988279424842275e+01,5.714408250165286773e+01,1.010130258300304604e+03
1.450000000000000000e+02,2.278182287177731169e+01,5.846552803631571749e+01,1.011611479224817003e+03
1.460000000000000000e+02,2.076304928912191627e+01,5.588220777638612446e+01,1.012190423889925114e+03
1.470000000000000000e+02,2.067954338691572502e+01,5.316486080458339103e+01,1.012449218721284979e+03
1.480000000000000000e+02,2.252194156561689908e+01,5.086204889675639862e+01,1.011490193306809147e+03
1.490000000000000000e+02,2.229698467323318667e+01,5.543071941523187718e+01,1.012034441011705894e+03
1.500000000000000000e+02,2.225049285034587498e+01,4.963930494007196614e+01,1.009511672646587044e+03
1.510000000000000000e+02,2.234644820949697674e+01,4.039324758252696768e+01,1.011341751587666181e+03
1.520000000000000000e+02,2.131997527842150930e+01,5.718279902078833743e+01,1.012453508712554481e+03
1.530000000000000000e+02,2.223225369716100275e+01,5.951967420543097376e+01,1.011017705965745336e+03
1.540000000000000000e+02,2.229307247329868247e+01,4.318533782229080487e+01,1.012058984221589640e+03
1.550000000000000000e+02,2.128564858197363208e+01,4.995134647645031123e+01,1.012446872500802669e+03
1.560000000000000000e+02,2.386577451114475679e+01,5.809577130502599118e+01,1.011657450799142225e+03
1.570000000000000000e+02,2.247383292091178930e+01,6.528747734855849671e+01,1.012170463770996548e+03
1.580000000000000000e+02,2.080869650279734984e+01,5.510396853837703901e+01,1.011037267434715432e+03
1.590000000000000000e+02,2.265655360863382839e+01,5.135998529385432931e+01,1.011793388720303938e+03
1.600000000000000000e+02,2.102531832977267712e+01,5.408551779447579833e+01,1.012610216169589194e+03
1.610000000000000000e+02,2.278708460374245348e+01,6.187438209574092696e+01,1.012156972960968460e+03
1.620000000000000000e+02,2.315859557900740384e+01,5.177017910437731985e+01,1.011413468730436080e+03
1.630000000000000000e+02,2.117931768164828910e+01,5.100403996674873497e+01,1.012224216404290814e+03
1.640000000000000000e+02,2.296337612924432037e+01,5.258628238908983832e+01,1.012714609790636587e+03
1.650000000000000000e+02,2.241278092693649882e+01,5.023335695870643747e+01,1.009950058721422465e+03
1.660000000000000000e+02,2.282206015999448923e+01,5.561335157997397971e+01,1.013159074064955917e+03
1.670000000000000000e+02,2.389679298265394891e+01,6.312339229234780191e+01,1.011663745261318923e+03
1.680000000000000000e+02,2.175461188399712853e+01,5.661539636558014621e+01,1.012425489933240215e+03
1.690000000000000000e+02,2.124626383564250887e+01,5.373823248936856345e+01,1.013197246923645253e+03
1.700000000000000000e+02,2.111048557037447537e+01,5.354094365542228218e+01,1.010628326302769551e+03
1.710000000000000000e+02,2.118418971503456305e+01,4.718404595651671229e+01,1.011290558997572475e+03
1.720000000000000000e+02,2.192289829058589490e+01,5.941554888573579518e+01,1.011711451304124239e+03
1.730000000000000000e+02,2.234115197481664339e+01,5.461081401493598975e+01,1.011216246478875519e+03
1.740000000000000000e+02,2.227669079933001939e+01,5.409760043204687463e+01,1.013734936575836855e+03
1.750000000000000000e+02,2.282718324903602536e+01,7.096553783922431080e+01,1.011143227906173252e+03
1.760000000000000000e+02,2.201300189187790579e+01,5.649376454182843332e+01,1.011444453220513083e+03
1.770000000000000000e+02,2.345353407715731819e+01,5.124104474952407884e+01,1.012204389031603000e+03
1.780000000000000000e+02,2.173534316676204270e+01,5.286821201897228661e+01,1.010797850473923859e+03
1.790000000000000000e+02,2.472016916658962060e+01,6.074222854598377808e+01,1.011604319288243687e+03
1.800000000000000000e+02,2.262566734776500610e+01,5.556635205268882061e+01,1.012317453261250193e+03
1.810000000000000000e+02,2.114284244358371723e+01,4.780861010841316272e+01,1.011667139595617527e+03
1.820000000000000000e+02,2.092910750193888703e+01,5.959614467287601514e+01,1.011906613141100024e+03
1.830000000000000000e+02,2.248247241524318696e+01,5.165927957230503154e+01,1.011470667887551599e+03
1.840000000000000000e+02,2.177653721467414982e+01,6.436648888108773292e+01,1.010485529690819249e+03
1.850000000000000000e+02,2.271400049409209032e+01,6.040024032857323988e+01,1.012321593211339291e+03
1.860000000000000000e+02,2.247323762457354590e+01,5.276339052170624200e+01,1.013754933071647201e+03
1.870000000000000000e+02,2.192717108734312603e+01,6.140508180867556121e+01,1.012018401630783387e+03
1.880000000000000000e+02,2.115320628193159536e+01,5.533927755263701442e+01,1.012225264117247548e+03
1.890000000000000000e+02,2.048515277531413403e+01,5.926386837561109644e+01,1.012692722755116847e+03
1.900000000000000000e+02,2.155348504793298048e+01,5.742366408647237108e+01,1.010730669503453328e+03
1.910000000000000000e+02,2.285639879432347144e+01,5.076821672504563310e+01,1.013702514658129644e+03
1.920000000000000000e+02,2.221409374413020288e+01,5.178225083841269338e+01,1.012202328796422762e+03
1.930000000000000000e+02,2.075426122128801154e+01,6.014980408790580668e+01,1.013631856899089144e+03
1.940000000000000000e+02,2.217318092585118094e+01,5.332612333946729422e+01,1.011266967004475987e+03
1.950000000000000000e+02,2.238531737972883562e+01,5.298175768379001482e+01,1.013818061922557831e+03
1.960000000000000000e+02,2.111614256379886712e+01,5.022438710325323541e+01,1.012775155494034834e+03
1.970000000000000000e+02,2.215372510594552935e+01,5.711799532796730716e+01,1.012553040085852331e+03
1.980000000000000000e+02,2.205820871844600006e+01,6.531262459621572702e+01,1.012234024454353175e+03
1.990000000000000000e+02,2.085702970216937757e+01,4.966233542872863893e+01,1.011751471381925512e+03
2.000000000000000000e+02,2.235778736034828285e+01,5.512109728336378822e+01,1.013200531658473892e+03
2.010000000000000000e+02,2.256078452636823428e+01,6.206110277707714573e+01,1.012140359869847998e+03
2.020000000000000000e+02,2.308305124317527657e+01,5.460179304377142273e+01,1.010032930296412815e+03
2.030000000000000000e+02,2.305380205203490362e+01,5.726185898124867180e+01,1.010882813538293021e+03
2.040000000000000000e+02,2.062233063204291028e+01,4.968803235926560546e+01,1.011814154247807210e+03
2.050000000000000000e+02,2.106217496008487799e+01,5.714153548603824362e+01,1.012309998983165542e+03
2.060000000000000000e+02,2.251503526720865977e+01,5.406427867497725970e+01,1.011943411511100066e+03
2.070000000000000000e+02,2.251378595091220802e+01,5.992864997839931362e+01,1.013218970789793616e+03
2.080000000000000000e+02,2.251504768630604758e+01,6.093693025782375372e+01,1.010048898135961394e+03
2.090000000000000000e+02,2.585273149065472253e+01,6.794781821009307521e+01,1.012143587936505128e+03
2.100000000000000000e+02,2.257089051069316810e+01,5.789816586606787752e+01,1.010182020774612852e+03
2.110000000000000000e+02,2.313556564018059802e+01,5.662898158291083206e+01,1.012759712295484178e+03
2.120000000000000000e+02,2.295400176349320276e+01,5.597192150788667675e+01,1.011905541285558002e+03
2.130000000000000000e+02,2.265139125130579956e+01,5.323416853594655862e+01,1.012419609972024091e+03
2.140000000000000000e+02,2.168473075535965577e+01,5.669241921730845490e+01,1.011136117039410237e+03
2.150000000000000000e+02,2.275896922049326676e+01,5.352299294930485019e+01,1.013279464931657799e+03
2.160000000000000000e+02,2.122717478546242731e+01,5.584230488134807047e+01,1.013041724664058847e+03
2.170000000000000000e+02,2.176318139325999113e+01,6.158798767803979501e+01,1.012583544303011877e+03
2.180000000000000000e+02,2.151463645217089748e+01,4.996728717360179672e+01,1.011870482753136571e+03
2.190000000000000000e+02,2.208187413938632204e+01,6.069939280564522477e+01,1.012579857285295134e+03
2.200000000000000000e+02,2.431465856667350778e+01,6.158557533669932837e+01,1.011293107432012675e+03
2.210000000000000000e+02,2.013273480740825150e+01,5.440965736504460892e+01,1.012855555659020752e+03
2.220000000000000000e+02,2.268626019037451513e+01,4.439072550495702529e+01,1.013649480894323915e+03
2.230000000000000000e+02,2.038728412881035013e+01,5.196089006452783821e+01,1.013070610559979173e+03
2.240000000000000000e+02,2.152806813421056731e+01,6.148497273280554509e+01,1.011270397530192554e+03
2.250000000000000000e+02,2.308895059696736496e+01,5.488565968850559074e+01,1.012361417317273094e+03
2.260000000000000000e+02,2.206428001909546310e+01,5.000348883852544901e+01,1.010706858456241321e+03
2.270000000000000000e+02,2.092225522207069233e+01,5.247612539385891495e+01,1.012572390311175695e+03
2.280000000000000000e+02,2.128469629074003322e+01,5.920310013252276349e+01,1.012450603412862506e+03
2.290000000000000000e+02,2.267959774893467539e+01,5.773366784100689841e+01,1.010130183660467878e+03
2.300000000000000000e+02,2.126963336828286444e+01,5.380533950415152589e+01,1.010838216156087583e+03
2.310000000000000000e+02,2.221645858958197550e+01,5.316587794092656338e+01,1.011716861103256178e+03
2.320000000000000000e+02,2.204557183990381475e+01,5.304120925478088822e+01,1.011699140252859138e+03
2.330000000000000000e+02,2.134839965239418191e+01,5.038794907750748564e+01,1.010790523064581180e+03
2.340000000000000000e+02,2.414394408932532698e+01,6.307687844734721239e+01,1.012388978729352175e+03
2.350000000000000000e+02,2.263391902231801112e+01,5.338839765394330072e+01,1.012251473608940501e+03
2.360000000000000000e+02,1.997485741334239151e+01,6.108579260412748368e+01,1.011805730868021442e+03
2.370000000000000000e+02,2.218645431476942775e+01,6.260658025961225803e+01,1.011244208499841648e+03
2.380000000000000000e+02,2.133821353523161335e+01,5.999155449073980151e+01,1.013048707126416616e+03
2.390000000000000000e+02,2.285243333479622407e+01,5.284189843640975681e+01,1.013655407113088245e+03
2.400000000000000000e+02,2.120747926156730045e+01,5.701865045168304391e+01,1.011516438516153471e+03
2.410000000000000000e+02,2.188526355853310079e+01,5.487902196804542143e+01,1.011387833082845191e+03
2.420000000000000000e+02,2.250498727898045814e+01,5.048149069634936126e+01,1.012491207665412048e+03
2.430000000000000000e+02,2.286575519417012003e+01,5.662179640860801300e+01,1.011641970620253005e+03
2.440000000000000000e+02,2.079970359294422266e+01,4.910480104420098968e+01,1.011860602799336789e+03
2.450000000000000000e+02,2.166549876415905018e+01,6.093839694230781845e+01,1.012739653151724724e+03
2.460000000000000000e+02,2.152505468883904527e+01,5.267691351350803330e+01,1.010090643912492737e+03
2.470000000000000000e+02,2.134667076742628922e+01,5.600579827936419974e+01,1.013318302324852652e+03
2.480000000000000000e+02,2.376545424028109821e+01,5.641643935773070950e+01,1.012072680524329371e+03
2.490000000000000000e+02,2.240498171096095703e+01,5.370547513147961638e+01,1.011588506855437799e+03
2.500000000000000000e+02,2.073911604566495370e+01,5.793346900737637384e+01,1.011910765845778542e+03
2.510000000000000000e+02,2.291786194705477442e+01,5.262548171688737852e+01,1.011962429355020504e+03
2.520000000000000000e+02,2.412215619701263236e+01,5.935648648728621879e+01,1.010268798696555109e+03
2.530000000000000000e+02,2.303246526055114529e+01,4.827010159876626005e+01,1.013494938227453190e+03
2.540000000000000000e+02,2.048063003404598703e+01,5.563189789773205973e+01,1.012041325632270627e+03
2.550000000000000000e+02,2.151576592713374936e+01,6.469464499529142643e+01,1.012443002130447326e+03
2.560000000000000000e+02,2.326691114918662251e+01,4.999834337697213016e+01,1.012951549770574047e+03
2.570000000000000000e+02,2.129233053438121814e+01,5.161127514737574273e+01,1.010978837542439692e+03
2.580000000000000000e+02,2.244381942814622732e+01,5.756953924829457492e+01,1.012473471899035189e+03
2.590000000000000000e+02,2.277463405342933811e+01,5.589790890969798909e+01,1.011732358909101208e+03
2.600000000000000000e+02,2.107306952842191805e+01,5.675315049636779463e+01,1.012846770775216442e+03
2.610000000000000000e+02,2.194047464393819880e+01,5.744593565073832053e+01,1.009872772579648540e+03
2.620000000000000000e+02,1.875873265993092787e+01,5.817360734280885026e+01,1.011900905699758709e+03
2.630000000000000000e+02,2.097561235866571039e+01,6.054849920978111300e+01,1.011397179344216056e+03
2.640000000000000000e+02,2.174743184860684053e+01,5.704909328464256646e+01,1.012432262950634140e+03
2.650000000000000000e+02,2.075221681803515139e+01,5.379371172690728997e+01,1.012470044187368217e+03
2.660000000000000000e+02,2.363241130393163658e+01,5.836286850601365472e+01,1.011292374105177942e+03
2.670000000000000000e+02,2.056985862203936577e+01,6.449940967447608386e+01,1.011287826135823934e+03
2.680000000000000000e+02,2.155995551330301652e+01,5.433683126808713126e+01,1.011889334631442694e+03
2.690000000000000000e+02,2.213074057728609034e+01,5.012735347664678898e+01,1.011103357772684831e+03
2.700000000000000000e+02,2.344127328906611396e+01,6.053540334643486176e+01,1.012841983695452086e+03
2.710000000000000000e+02,2.056413784882056106e+01,5.439809418023200749e+01,1.011630792799552523e+03
2.720000000000000000e+02,2.316316375215495782e+01,4.413665226992981871e+01,1.009093011780678353e+03
2.730000000000000000e+02,2.201023306101958710e+01,5.923710838575210857e+01,1.011625177943378162e+03
2.740000000000000000e+02,2.101849134895205040e+01,5.232335907023038857e+01,1.010961456179156016e+03
2.750000000000000000e+02,2.246210347426326948e+01,5.454733358847919789e+01,1.010368724184539019e+03
2.760000000000000000e+02,2.219905969557347092e+01,5.665990165284507185e+01,1.010762573361777413e+03
2.770000000000000000e+02,2.139978312284120676e+01,5.595249839889532950e+01,1.012109408471832921e+03
2.780000000000000000e+02,2.206980208499001961e+01,5.854725908569519532e+01,1.013328640828248240e+03
2.790000000000000000e+02,2.161468640313823997e+01,5.282256814715078264e+01,1.012313184473865022e+03
2.800000000000000000e+02,2.211351734525124968e+01,5.756552899088041642e+01,1.011393496611784258e+03
2.810000000000000000e+02,2.266213067452104823e+01,5.370226661208041463e+01,1.012455904195170660e+03
2.820000000000000000e+02,2.358601681614535295e+01,5.869405240443751381e+01,1.011540909689780960e+03
2.830000000000000000e+02,2.076218450117315228e+01,5.807683742006526728e+01,1.011305399630836860e+03
2.840000000000000000e+02,2.413303337465626797e+01,5.032280648977702242e+01,1.010845637331766966e+03
2.850000000000000000e+02,2.004791220047749789e+01,6.042991058087515910e+01,1.010248171193248254e+03
2.860000000000000000e+02,2.184821490496441498e+01,5.232018277442976029e+01,1.011610076293440557e+03
2.870000000000000000e+02,2.258831720648457519e+01,5.904028899140572406e+01,1.012158053489920121e+03
2.880000000000000000e+02,2.228099186773503249e+01,5.683643656700670022e+01,1.011903376329985122e+03
2.890000000000000000e+02,2.137730048017940732e+01,6.419091838397561389e+01,1.011584033072052648e+03
